x,y,z
18.825,-4.828,-6.933
39.834,1.611,9.331
14.963,11.406,15.068
-11.791,-35.119,46.001
53.435,-36.466,29.695
-19.84,-29.137,-1.23
-15.381,-26.648,19.293
-0.803,6.85,-5.982
-32.004,-14.74,18.825
5.262,23.019,-0.249
9.693,3.115,-17.531
-81.942,10.618,-12.138
79.208,-2.195,-59.391
-36.903,19.53,-39.264
-82.681,81.889,-98.289
61.295,-1.426,-12.764
54.887,-58.881,55.162
-57.889,28.009,-6.887
16.211,-18.991,10.987
41.03,-61.62,58.433
-67.383,58.976,31.962
-50.391,-15.891,1.954
58.512,-17.814,14.031
20.145,2.844,2.452
16.064,-37.763,26.157
-13.401,17.147,-18.188
-73.787,68.266,-91.473
-63.675,11.606,36.586
-49.727,60.748,-85.838
48.483,8.483,-126.513
-6.899,-41.256,27.364
-85.337,78.476,42.029
61.175,-27.515,-12.126
37.295,-15.525,27.847
-14.484,45.277,23.061
2.674,-26.821,-51.723
74.908,-64.317,64.592
-86.857,25.067,102.925
74.312,19.3,-70.502
29.616,-16.762,-23.887
-47.509,-82.602,84.443
-23.8,29.737,0.811
46.51,41.052,-105.361
-45.39,-28.1,-17.92
3.47,16.271,33.659
8.649,21.277,-2.859
-7.691,7.359,-43.855
-22.159,12.19,51.828
-25.46,-20.503,12.73
-14.156,-10.421,-1.305
58.165,17.705,-59.756
31.144,-18.723,28.232
-37.069,-33.196,83.13
-64.562,37.627,16.072
64.222,13.156,-82.994
31.234,-43.998,8.026
-77.288,40.947,80.151
56.671,54.17,-85.812
91.481,-19.798,-66.406
-21.145,-11.214,-31.679
26.874,-38.374,28.779
-49.539,-24.818,107.439
82.998,25.769,-33.15
-36.33,18.674,49.878
-73.471,-14.914,70.51
82.18,58.957,-63.034
15.234,-34.534,-47.615
-79.343,-60.235,9.313
79.917,36.413,-18.437
-6.653,-9.309,60.19
-12.296,-34.961,36.428
36.586,3.538,-6.695
-30.201,-22.382,-21.246
-37.865,-50.806,33.848
12.801,52.054,7.683
-54.155,68.232,-8.551
41.712,-14.982,-18.346
-7.313,25.392,42.885
-16.181,16.479,-66.101
62.51,-29.729,-38.54
2.686,12.338,29.031
20.436,-32.113,-3.727
6.073,-12.869,4.266
-72.252,12.417,-19.919
-1.954,-14.48,-57.49
-9.912,20.198,15.66
3.681,-11.862,5.801
29.978,-30.352,2.757
-64.694,29.213,63.479
35.036,17.69,1.973
35.576,-11.613,-30.329
35.625,2.742,9.935
21.891,-10.35,-29.213
2.421,-3.802,-4.013
25.709,-15.264,-8.124
-6.212,-30.642,-18.957
-1.226,40.803,-3.598
-9.294,-44.979,17.95
-37.382,0.494,44.111
61.19,1.89,-5.465
-7.178,12.964,-53.495
-16.547,19.444,27.372
-5.088,2.659,-11.983
-5.047,0.015,24.585
11.621,6.653,-16.155
-15.249,1.524,-36.994
17.196,-3.346,-5.854
8.645,-15.57,1.988
7.061,1.475,15.819
-1.577,-3.349,9.071
-21.827,-22.831,25.622
12.605,35.651,-55.954
-21.62,5.631,1.55
-49.165,15.502,63.69
70.042,10.218,-15.325
-4.515,16.909,-24.524
-47.43,23.147,-19.278
48.113,-47.977,-5.937
0.524,-16.671,25.942
-36.39,46.687,-7.736
22.465,-24.913,-17.75
25.358,-35.085,42.41
-44.598,5.186,-1.218
18.591,-14.465,56.117
-21.59,18.214,-27.191
-10.116,0.713,-22.936
5.209,-8.645,-1.467
6.752,24.347,-39.826
-12.364,18.04,-5.371
11.387,-28.179,8.739
-9.705,28.933,-3.783
8.962,1.758,-23.129
17.26,-22.616,-4.119
6.718,10.542,27.391
-3.361,-25.433,-2.361
8.935,14.201,36.183
1.143,8.705,52.59
-17.833,-12.654,-14.578
47.604,-43.941,35.745
-17.969,10.497,39.841
-40.475,17.75,-26.606
19.191,5.273,10.84
15.645,4.771,24.219
-34.12,9.173,-14.367
2.991,22.269,-20.99
9.626,-35.53,7.679
27.847,-32.799,-10.014
-54.136,65.855,-45.05
31.777,-48.596,-71.536
70.898,-32.928,114.862
-83.756,100.797,29.808
0.471,5.586,-113.953
9.727,-19.708,17.437
5.311,-23.894,-5.258
10.61,32.181,24.784
56.06,12.089,-38.589
-46.385,-4.602,17.29
-3.504,-42.248,69.009
24.826,-36.896,47.426
-23.808,-51.568,59.949
52.492,-16.788,-49.886
0.554,-55.702,5.156
-45.522,-73.467,84.447
17.418,66.655,9.38
-54.242,-1.607,-36.601
-41.086,-20.933,-49.524
-4.239,99.368,-27.172
18.206,-7.023,28.756
54.095,-36.424,-24.939
2.644,14.144,-29.356
-45.559,21.718,-44.775
32.388,42.602,-68.458
-36.417,-28.915,4.123
-26.172,-19.462,81.625
13.801,45.175,9.313
70.536,-63.577,11.787
-15.638,-18.84,36.371
-47.856,22.502,-38.88
2.376,-49.893,-19.527
-20.092,71.302,-12.443
-61.171,120.154,-134.664
40.158,18.802,-75.945
24.547,-16.641,19.289
1.279,65.935,-57.501
-5.458,60.579,-74.255
-16.547,-2.086,-73.837
-29.439,-41.282,8.894
-19.53,-12.507,30.008
8.14,-126.555,135.943
39.574,-21.133,21.858
-6.461,-48.954,70.691
1.837,-47.464,26.044
-28.888,86.943,0.822
-60.33,9.841,20.764
31.325,6.944,7.291
23.94,-0.2,-18.474
0.204,-18.218,-50.674
47.596,-21.65,46.959
-14.288,51.413,-85.706
9.935,49.561,-89.791
-7.513,-55.43,-7.016
22.914,57.69,-7.249
1.384,-27.749,43.519
-22.684,-72.09,93.182
78.906,42.614,-62.631
-63.4,-51.274,72.78
-30.997,-84.005,90.874
70.653,20.639,18.606
-25.588,49.459,-59.824
-16.671,-29.292,44.643
46.797,-12.971,46.155
49.154,53.488,-44.914
-70.197,13.401,-44.187
20.334,17.06,-37.778
41.312,21.454,25.279
-16.155,-48.592,3.221
15.611,8.724,-35.364
-41.407,21.91,46.638
36.326,-55.494,-13.661
-28.315,52.364,51.308
11.217,-26.108,28.692
-22.408,39.826,9.267
-46.155,42.029,-1.29
19.591,-50.172,-35.885
-8.996,56.483,26.089
0.517,-2.086,-3.214
11.462,-7.551,-52.93
35.779,-8.95,-17.067
-14.925,-67.194,66.47
51.843,1.841,10.18
15.66,-4.983,11.115
10.188,-35.851,-23.755
-17.214,64.509,-42.448
-14.495,10.078,-86.189
-16.822,-52.3,28.522
-35.236,24.803,19.926
-3.987,-28.503,-4.119
-23.808,19.651,63.487
-0.675,-0.339,8.845
41.478,16.479,-81.037
10.074,45.073,23.626
-9.875,-1.007,19.677
57.697,11.983,-26.738
-16.2,-5.975,33.433
-30.819,15.174,-27.413
22.506,16.966,-40.324
-28.288,-43.979,28.209
23.585,-28.82,-10.64
27.229,15.14,-42.331
-45.344,-32.581,5.778
-38.914,9.988,58.067
-33.399,-6.891,-31.215
-13.797,13.141,-25.399
16.713,-10.44,4.933
24.69,9.429,2.697
-45.431,26.429,46.665
0.551,-21.869,-5.175
42.429,-7.246,6.506
-23.623,26.429,6.695
21.514,0.143,23.019
36.19,-1.573,15.329
-11.278,9.426,3.387
-26.855,2.572,18.538
5.141,-5.073,27.576
-10.565,3.889,-19.349
-14.423,-17.905,5.567
0.309,14.122,-3.142
11.263,43.406,-63.894
3.821,-1.422,-21.262
8.162,-30.551,-14.608
6.853,-10.123,-36.567
13.054,-21.71,1.629
-1.973,-4.383,17.056
1.727,11.991,-3.655
-1.011,0.728,25.282
-5.56,-15.313,-20.598
4.854,13.047,-2.014
-17.641,15.634,24.581
2.331,-18.923,10.878
-9.346,-22.702,2.372
-5.209,-31.295,-1.66
8.769,-18.908,7.468
-1.969,5.982,3.862
-10.071,10.595,-11.429
17.222,19.195,-33.795
0.735,14.344,-0.339
-19.911,-22.246,25.607
15.434,23.577,-14.48
-16.901,13.084,37.427
-10.912,-21.759,-12.862
13.971,28.356,-8.43
7.743,-28.507,-4.847
45.537,-30.442,-53.993
-27.934,7.298,38.683
-20.583,-18.157,4.092
22.152,33.739,-30.717
-34.402,2.165,-17.15
4.183,-1.931,9.784
38.408,8.513,-13.36
-25.52,-5.533,16.181
-0.302,11.953,-12.507
6.318,30.634,20.684
-11.711,7.0,10.127
0.615,-1.041,16.536
-7.298,-25.094,2.904
1.056,-1.222,3.979
-1.086,-12.602,30.008
13.854,-10.059,-11.617
-0.92,14.77,-29.25
-25.124,2.735,7.336
24.694,-0.181,-22.235
38.785,26.716,-24.166
-4.326,5.032,17.882
15.449,-6.272,-23.276
7.363,9.313,4.824
-11.376,-22.653,10.206
10.874,15.989,10.176
-32.649,9.799,17.313
-12.605,-16.981,10.772
18.044,20.172,-20.485
-4.941,9.931,-6.748
24.46,-42.218,-5.62
9.067,6.227,0.328
-8.766,-15.989,8.302
9.78,-17.467,16.788
5.028,10.836,-4.172
-3.983,-27.119,9.033
1.207,-15.329,-11.168
-19.191,13.805,6.389
-4.545,0.822,9.275
8.177,10.244,3.979
-16.271,-3.7,-19.983
8.494,-0.087,-10.399
0.528,-6.518,-7.065
5.13,-2.644,-31.434
3.391,20.1,-27.466
-11.587,-4.372,27.813
11.73,20.398,23.396
3.074,19.628,-11.391
-15.17,-10.173,3.659
5.488,-7.913,-0.796
8.917,-7.223,-6.005
-8.437,-13.695,7.551
3.628,-3.063,1.577
8.751,18.584,-2.942
-15.713,-21.088,22.431
-27.662,5.809,40.041
-16.087,1.169,4.658
16.211,9.561,-23.185
9.346,-9.094,1.565
4.922,-15.053,-3.263
-4.62,19.131,-24.456
18.784,10.289,2.38
-7.359,12.345,0.773
-11.398,1.154,5.262
4.952,-2.55,6.729
10.474,4.028,-9.871
-12.27,-22.74,10.644
-10.135,-4.813,6.163
-12.04,16.139,2.587
-10.784,-0.219,-20.296
-9.795,22.804,4.394
-9.905,-2.542,5.152
11.187,-3.591,-4.451
5.386,7.144,-8.72
-11.493,-16.822,-7.638
15.879,0.898,12.986
-2.293,-0.392,-9.414
-4.877,-0.671,9.49
24.362,8.219,-1.407
-4.794,17.882,1.867
-15.589,2.512,-2.919
9.328,-4.545,3.911
0.871,-1.003,0.426
-13.627,-2.561,5.99
11.251,-0.245,-12.451
5.835,-9.799,7.857
-10.934,11.327,4.632
2.361,2.784,4.206
11.757,2.278,-6.525
5.714,8.577,5.269
-1.007,-3.632,10.376
17.045,-15.868,-11.466
9.893,-10.995,3.983
-9.403,-9.252,8.668
8.901,-13.103,13.692
3.836,-4.111,-4.134
-7.381,-3.459,-10.093
2.339,6.638,-3.659
-0.788,18.802,-5.665
-14.714,-5.752,-13.013
7.985,4.5,-14.235
15.291,6.069,-0.622
-4.451,-11.346,8.735
5.646,14.808,-0.513
-8.845,-6.344,4.477
-0.422,-17.509,-0.468
-4.107,7.864,12.515
-7.0,-8.196,9.456
-0.132,14.921,4.998
-4.077,0.86,-3.813
-1.09,0.879,-0.038
-0.23,13.974,-0.739
5.492,-17.395,4.405
4.639,15.427,-9.626
-6.555,9.248,-3.923
12.602,-22.729,-3.055
1.731,4.537,23.924
-23.74,-8.524,-6.861
23.393,-8.532,-13.28
-5.084,12.398,7.049
-11.938,-0.558,-0.69
11.53,2.52,-6.137
-3.96,9.882,-4.964
-2.154,-21.695,-6.94
3.723,0.011,-11.131
-17.094,3.719,-6.348
1.43,-6.156,5.714
2.022,4.888,-3.474
-14.178,-0.362,3.334
13.688,1.233,21.616
-10.388,-6.914,15.487
10.768,-1.094,-2.897
18.595,7.623,-3.625
-15.166,-3.73,-6.152
6.989,0.966,-1.58
9.958,-4.451,-10.746
-13.345,4.915,13.888
3.749,3.357,-1.196
7.664,-13.424,-4.711
-11.983,-11.063,6.948
-0.739,11.881,2.297
6.016,3.478,-4.598
-15.434,-4.115,3.402
10.244,9.633,-20.899
9.252,4.707,-2.455
-17.592,-7.087,21.48
20.918,-6.661,-8.192
13.231,25.199,-13.05
-19.549,9.693,1.362
17.976,-2.403,3.753
3.745,14.393,-9.339
-14.793,-0.204,2.312
-2.041,-1.279,0.192
-3.859,-3.002,-0.37
0.26,14.518,-10.602
-4.375,-12.907,5.492
1.116,-11.27,-1.267
-7.774,-0.577,-13.82
2.35,-10.768,1.675
3.512,2.244,6.159
-4.424,-6.465,-4.873
3.512,-7.513,7.732
5.352,6.45,-0.709
2.139,-3.825,1.467
-16.867,-9.158,11.24
-3.323,11.76,-2.874
-8.377,-3.447,1.384
2.58,-0.671,14.171
6.295,11.251,9.501
-5.978,-0.86,14.024
9.543,4.428,0.098
-4.877,2.795,-0.702
-9.23,3.157,9.641
13.028,-10.606,-6.027
-6.819,-9.626,-12.164
0.671,-0.113,-4.002
0.475,-10.923,-3.244
-6.438,5.495,-4.058
1.411,1.056,-2.776
1.184,12.862,-4.221
-0.524,-6.291,2.018
6.748,2.146,-12.202
-10.354,8.268,-1.128
-4.768,-8.09,6.619
7.43,-3.312,8.962
5.269,2.885,2.09
-13.778,1.109,5.337
17.803,-0.517,-8.879
3.776,-7.193,-3.519
-4.104,-11.579,-3.078
1.479,3.036,-1.064
-4.307,1.531,11.425
-4.602,4.473,2.75
1.188,-2.587,5.016
-11.3,3.444,3.021
8.4,10.222,-1.652
3.923,7.257,-1.705
3.085,5.68,-5.884
3.874,4.643,-7.381
5.71,6.306,-2.033
8.426,-5.835,-1.392
2.893,6.322,-4.126
-1.626,3.025,11.719
-11.032,-2.961,-0.004
1.09,-1.369,-11.957
-4.107,-10.889,-2.195
1.15,-5.032,4.066
8.355,-0.347,-1.539
-5.707,-2.776,4.119
1.128,1.331,-7.679
5.462,-1.15,2.403
8.86,5.258,2.919
-0.328,5.488,1.23
1.761,3.553,1.471
4.066,10.018,5.948
-11.493,1.837,0.702
-0.294,-0.679,3.017
-4.296,-3.115,-3.817
1.656,4.632,-4.285
-1.056,-16.219,1.535
-5.609,-5.107,2.154
1.995,-1.905,-5.186
1.49,-24.185,0.026
2.033,8.585,-4.488
-12.745,-1.969,2.157
-3.119,-10.64,3.885
-5.895,15.14,5.575
-8.577,-5.775,2.406
2.569,3.138,4.937
-14.521,7.347,5.428
2.791,5.216,2.652
-2.81,-2.01,1.543
-6.389,7.925,-1.562
15.404,-5.978,-1.562
-3.802,-1.686,-4.707
0.588,5.612,-5.801
8.875,-9.735,-8.754
2.44,1.071,6.74
7.438,-3.38,-1.626
3.217,-5.458,5.081
-0.434,3.165,8.969
7.555,-5.944,-9.38
-4.719,7.958,8.14
-2.357,5.62,6.702
7.099,-3.376,-4.956
2.425,-0.754,2.12
3.229,1.501,-6.514
7.819,-0.769,4.918
-4.967,3.398,-2.561
4.077,-5.971,-9.396
1.98,-6.382,1.086
-6.178,8.347,-5.624
3.244,-4.711,2.712
-6.91,-1.927,2.761
-2.554,-0.717,0.094
3.198,0.63,4.421
-3.168,2.818,0.072
5.277,-3.591,-12.892
0.128,-3.828,4.786
-6.499,3.87,2.731
-1.452,4.1,-0.355
0.347,-2.889,4.021
-8.958,3.349,2.12
-0.63,0.411,-10.312
-3.504,9.305,8.966
3.168,5.209,-10.448
0.422,-5.156,-0.502
-0.336,-2.58,2.987
9.305,5.907,-10.335
-3.979,-9.237,-1.984
4.04,-3.949,7.193
-5.088,-2.169,2.384
-1.871,0.901,3.244
-2.595,8.52,1.946
1.324,-1.867,-0.264
-0.592,2.233,-3.889
-7.721,4.896,1.999
2.301,-1.98,-2.87
2.818,3.723,-5.669
-8.339,4.82,2.927
-0.038,1.98,0.109
-6.284,5.827,3.342
5.428,0.283,6.589
4.496,-2.874,-1.06
-0.864,-0.826,-1.286
7.355,1.199,4.394
-0.26,-8.645,2.271
0.713,-1.06,-3.297
3.681,1.893,-1.935
3.025,-6.601,1.486
2.885,-0.034,-0.996
-5.835,0.494,3.293
-1.546,2.557,1.961
-2.855,2.527,-0.603
0.702,-3.764,1.958
10.014,9.196,-5.929
-6.921,-2.022,-2.851
3.376,-8.856,-2.738
4.975,4.632,-4.394
-5.582,-3.214,2.889
3.655,7.759,3.587
0.95,-3.115,-3.794
2.127,-2.142,1.414
-0.143,2.625,1.135
-0.898,-0.411,2.67
3.855,0.713,-1.739
-6.05,-1.675,1.562
2.98,3.806,-2.421
2.452,3.187,1.215
-2.636,-1.143,1.079
4.579,-2.071,-0.509
-3.949,-8.702,3.655
2.372,0.302,-4.817
-3.742,-4.749,-5.812
1.694,-0.645,2.214
4.217,6.812,4.439
6.785,-3.606,-4.869
-1.23,2.825,1.55
-2.531,3.093,3.662
7.785,1.746,-2.067
-5.465,4.322,-0.121
-0.2,-0.901,1.784
7.906,0.264,1.075
-5.56,4.13,-0.981
-3.828,-0.886,-1.697
4.707,-0.302,6.544
-2.501,3.131,2.199
-10.81,-4.383,-1.116
-2.504,-0.381,7.091
-1.976,2.025,-0.917
-3.187,-8.29,-3.987
-3.866,5.714,6.506
6.925,-2.644,-6.103
2.621,-2.312,4.047
4.715,-0.392,-1.199
2.003,-5.56,0.321
3.078,0.385,1.0
-0.653,2.139,-4.092
2.195,-0.596,-2.527
-0.758,2.931,3.082
0.63,3.798,5.005
-0.777,5.032,0.969
-6.201,-1.033,2.056
2.025,-2.633,3.123
-7.623,-7.906,1.328
-0.132,1.803,1.909
-2.252,1.912,-3.93
-0.8,-4.107,-3.406
8.69,4.466,-2.357
-3.168,-8.143,0.174
5.537,1.584,-0.29
0.494,2.455,-4.27
-4.553,-2.225,5.537
1.445,1.524,1.678
0.392,-1.826,1.863
1.916,-2.384,1.32
-0.705,0.223,-0.758
5.115,4.983,1.89
-3.545,-4.658,-7.083
1.618,1.422,-3.478
3.674,4.221,-1.618
-1.777,-3.44,-1.128
-2.007,1.592,-0.852
5.039,4.722,-6.197
-3.387,0.019,-4.843
-4.168,-3.029,-0.37
5.164,2.572,-3.033
-0.702,-0.728,4.175
5.198,0.008,-2.074
1.199,0.577,3.994
-5.895,-1.795,-1.067
4.394,-3.123,-3.372
-2.108,-6.872,4.647
-1.942,0.151,0.656
3.934,2.24,-0.207
-2.946,2.048,6.487
-0.603,0.087,3.738
-1.712,-3.01,6.288
2.176,5.533,-1.912
-2.24,1.241,-2.289
1.652,2.471,0.811
-2.048,3.123,-3.489
-0.713,-1.275,3.979
6.148,-3.402,0.441
-1.309,-4.198,-2.836
-5.205,3.757,-4.145
0.245,-0.615,-2.225
-2.995,-3.342,1.46
-1.58,-3.383,-5.446
1.603,0.287,3.493
-1.856,1.173,0.622
1.079,1.761,0.087
2.116,2.003,-2.663
1.109,3.01,-3.27
0.837,-1.678,0.177
-0.875,-0.875,1.897
-0.113,-1.95,-1.897
-1.23,2.323,-3.508
0.158,2.629,2.75
-2.384,-1.279,0.615
4.866,1.456,-1.275
-2.421,2.689,2.003
0.475,0.781,4.56
2.433,2.229,5.465
-0.426,-2.52,-4.307
2.067,0.645,4.39
1.867,5.775,-0.615
-0.607,-3.474,1.003
0.596,-2.87,4.006
-1.528,-1.437,-2.452
8.079,1.045,-6.891
0.185,-3.006,2.961
4.262,1.226,-0.788
2.165,0.015,-0.06
-2.044,-3.953,4.854
5.145,-4.021,-1.313
-5.801,-2.301,0.328
-1.248,-0.69,1.697
-1.709,-4.168,2.09
-4.76,1.294,1.264
1.147,-2.124,-2.331
-1.682,-2.267,0.581
-0.083,4.756,-1.46
1.0,-1.403,-3.595
4.534,0.92,-1.007
0.607,2.851,2.636
1.165,-1.033,3.18
-4.967,-2.131,0.272
-4.285,-1.494,2.161
4.851,-3.376,-0.275
0.517,-1.369,-0.471
-4.372,1.297,-2.61
4.289,-1.297,-4.715
-0.174,3.881,-2.501
-0.8,7.2,-2.112
3.874,2.165,-2.855
-1.856,0.592,-3.73
0.438,3.364,-3.723
3.621,2.855,0.656
-4.719,-2.916,-1.599
-1.056,-3.859,3.112
0.008,-1.282,-0.656
1.147,1.105,-2.572
-0.053,2.738,0.302
-0.219,-0.471,3.481
0.339,0.694,-1.245
0.041,4.304,-3.097
-6.371,-1.456,-1.422
1.241,4.862,-1.58
-2.919,3.285,-2.693
1.275,-1.079,-1.094
3.406,2.531,0.494
-0.668,1.58,-2.621
0.573,-4.654,-0.124
1.754,-2.897,1.033
-1.871,-3.021,-0.445
1.328,-4.79,0.083
4.643,1.505,-0.841
-0.136,-0.622,-0.434
2.882,2.731,-0.192
-1.052,4.123,-0.72
2.67,-1.467,3.07
-2.98,0.837,1.448
-2.452,-3.251,-0.415
-3.21,-4.817,1.852
-4.877,4.138,1.973
2.237,-1.041,2.716
-3.836,2.033,0.453
-5.446,0.272,4.975
5.148,3.346,3.772
-6.793,-1.064,2.369
-2.814,-2.753,-0.015
1.565,1.03,-0.6
2.746,1.075,1.169
-2.644,-0.385,3.478
2.55,-2.214,0.019
2.154,1.98,2.161
1.143,-2.131,-3.606
-1.524,-1.15,-1.358
-3.949,-1.256,-7.54
0.094,-0.653,-3.274
8.008,-1.222,1.245
-1.807,2.286,0.845
3.783,2.267,0.683
2.806,-1.222,3.025
-3.127,-3.708,-0.603
1.788,-0.023,-2.086
5.545,4.82,-2.244
-1.66,2.565,-0.566
3.821,3.889,2.768
1.995,0.502,0.189
-0.675,-0.528,-4.752
6.533,0.826,-1.822
2.176,0.449,2.787
-1.037,-0.17,2.12
0.962,-0.121,0.087
1.199,1.875,-0.098
-0.977,-0.151,-0.136
2.38,2.901,-2.501
-5.56,-0.317,2.554
0.513,2.169,-1.501
-0.984,0.306,3.006
-4.402,0.675,0.766
5.594,1.848,1.709
0.913,2.663,-4.869
0.415,-2.991,0.822
-0.219,-4.36,2.504
4.341,0.132,-0.645
0.079,-3.666,0.543
-0.509,-2.991,-2.474
-1.546,-3.655,-3.263
1.441,1.637,-2.214
2.237,2.697,-1.807
-4.571,3.436,1.335
-0.803,-1.331,1.675
-0.136,0.751,-0.091
-2.222,1.988,-2.15
0.287,0.0,-1.426
-1.671,0.935,1.018
-0.694,0.087,0.381
1.271,-0.004,0.63
-0.901,0.702,2.961
3.908,-0.751,-1.407
-2.818,-1.158,1.369
-2.776,3.285,-1.105
-2.701,-4.345,1.222
-4.424,0.487,2.018
-2.851,-0.811,0.317
-1.218,-3.18,1.105
-4.349,3.18,0.106
0.019,-1.769,-1.973
-0.679,-2.444,-2.414
0.388,-1.377,-5.605
1.992,1.535,-1.09
0.441,3.598,2.403
-1.426,2.52,0.162
1.682,-5.646,-0.517
-0.754,-1.43,2.716
1.147,1.128,-2.384
1.565,-1.886,2.772
2.58,2.399,-0.766
0.773,0.49,-4.368
1.999,-1.279,0.464
2.38,-0.588,-3.021
-2.18,-0.626,-0.102
-0.943,-0.234,-0.388
0.539,5.111,-4.341
-3.666,0.849,-3.327
2.391,1.486,-1.222
-0.637,0.309,-2.784
-1.06,2.327,-1.052
0.969,-0.143,0.977
-1.814,-1.297,3.289
-0.573,0.886,0.385
2.508,-2.64,0.396
2.512,0.253,0.913
0.158,-0.347,-0.083
1.792,0.132,3.557
3.289,-1.347,-0.011
0.162,-1.064,0.566
6.069,-1.203,-2.041
0.554,2.889,1.46
1.233,0.313,1.761
1.637,0.996,2.229
0.513,1.369,-0.147
-0.762,0.46,-0.837
2.082,-1.324,2.942
-0.517,-3.368,1.109
1.049,2.497,-0.894
-1.535,-2.893,-1.339
0.275,1.942,1.629
-0.724,-1.35,-2.335
-1.81,-0.6,1.033
-6.118,0.094,0.355
6.057,-0.988,0.37
-2.252,2.821,0.124
0.219,-2.625,-0.592
1.03,4.1,5.635
0.626,-3.206,-2.693
3.523,-1.32,0.558
0.4,1.207,0.709
1.365,-0.988,2.146
-1.29,-0.932,2.01
-3.772,-2.169,-3.9
2.885,-1.392,-0.679
0.245,-0.17,2.75
0.14,3.877,0.4
0.562,-0.679,-2.625
-0.66,0.498,1.396
-2.41,0.966,-0.192
-2.139,-4.545,2.376
2.12,1.475,1.026
-4.262,2.044,-2.127
4.413,0.694,0.932
2.433,2.493,-3.96
-0.871,-1.06,-2.467
3.202,-0.498,0.174
-1.678,-0.532,-0.434
-1.313,0.011,-4.922
0.634,1.101,-1.343
1.09,0.924,2.961
-2.056,4.379,-0.189
-1.803,-0.517,-3.315
-0.275,3.757,-1.931
-1.184,2.305,-2.704
-0.147,-5.71,-1.777
-1.045,0.487,-0.762
-1.354,-3.606,-4.341
-4.258,-4.681,-0.754
-3.18,0.272,0.309
-0.735,-0.788,0.072
-2.621,-2.437,1.871
-0.162,0.822,0.558
1.844,2.271,-0.332
-3.557,-0.649,3.051
2.354,3.104,0.89
1.192,2.621,1.203
2.727,-0.969,-1.743
-0.339,3.297,-1.441
1.573,-1.709,-1.094
5.56,-0.622,-0.562
-1.788,-0.241,5.069
3.727,-0.841,3.874
2.938,4.439,0.332
-2.855,0.649,-0.868
2.802,-2.112,-0.045
-1.509,-1.324,1.203
-1.569,-0.705,-0.905
0.92,-0.094,1.611
-5.009,-0.732,0.815
-2.433,0.306,0.735
1.769,1.988,-1.765
1.995,-1.675,0.671
3.097,0.739,-0.8
2.467,-0.332,-0.841
5.82,-3.391,1.78
-0.581,-2.297,-0.456
2.09,0.762,-1.58
1.55,-0.815,0.377
-1.663,2.501,1.362
-0.256,-0.008,-1.984
0.347,0.407,-0.898
-1.603,1.309,-2.455
0.204,-0.792,0.256
-0.845,4.975,0.724
-2.587,3.029,-1.814
-2.625,-2.203,3.568
-1.369,-0.17,1.98
1.362,-4.134,0.43
-0.192,-3.063,3.21
-1.724,-0.649,0.536
-0.487,-0.404,3.719
1.071,-1.426,1.38
-2.467,-2.108,0.064
-0.407,-3.319,0.124
1.309,-0.551,-0.46
-2.384,1.015,-1.482
1.75,-2.667,-0.63
1.237,0.935,1.392
-2.957,-0.026,-1.083
2.67,0.539,1.188
0.558,5.586,-2.139
-0.815,1.829,0.585
3.104,0.03,0.641
0.4,-0.204,0.713
-0.166,2.452,-3.014
-2.037,2.746,3.221
4.255,2.912,-1.38
0.551,2.267,0.015
1.486,0.528,2.105
6.454,1.052,0.041
0.611,0.554,1.252
1.539,0.603,0.645
1.173,-0.121,1.795
-1.89,-2.15,-0.204
0.622,1.015,-2.335
-2.58,-0.95,0.106
0.422,1.418,-1.294
0.223,-0.656,1.128
-0.245,-2.523,-1.294
2.482,1.222,-0.603
-2.818,1.199,0.26
-0.95,0.445,0.63
0.588,2.961,-0.86
-2.101,-1.03,-2.448
0.46,-1.437,-0.117
1.203,1.622,-0.656
-0.815,-0.875,2.799
-0.981,-0.102,-3.825
0.551,1.328,-2.022
1.724,-1.237,-1.531
-1.071,-2.112,-1.324
1.501,1.305,-1.331
-1.52,-2.663,-1.09
-0.351,-2.15,1.909
-0.441,-0.17,-0.083
-1.648,-0.298,0.528
-0.053,-1.297,-0.283
-1.011,0.29,2.282
0.279,0.551,-2.342
0.792,-2.206,1.282
-2.965,1.418,-1.818
1.833,2.323,0.864
0.4,0.339,-0.781
-0.649,-0.532,-0.453
3.202,0.811,-1.58
1.248,-0.675,-3.161
-1.694,0.796,-0.287
1.271,-0.935,-2.897
-3.229,-0.622,-0.607
-2.768,0.536,-0.091
0.011,1.49,0.422
-2.033,2.731,0.392
0.92,2.108,1.867
3.904,1.958,0.683
-1.697,0.298,1.282
0.988,-1.942,0.743
1.086,0.607,0.694
-3.01,0.943,-1.305
-0.475,-0.4,1.335
1.248,0.875,1.961
3.33,0.385,1.58
2.229,-1.939,1.494
4.183,0.72,0.517
2.184,-0.117,0.362
-0.019,-1.347,-0.162
4.085,-1.101,-1.984
-0.155,0.377,1.603
-0.962,1.826,0.947
-0.204,0.483,-1.177
1.769,-2.041,1.976
0.298,0.306,-1.165
2.342,-0.196,-1.799
-0.015,-0.596,1.822
1.992,2.504,-0.019
2.444,0.709,0.215
-1.207,-3.093,1.052
1.988,-1.852,2.44
-0.407,-2.033,1.369
-1.049,0.324,0.366
0.788,0.2,0.547
-0.098,-1.739,-3.078
-1.154,-1.158,-3.7
-1.083,-1.369,0.045
0.92,1.95,-0.913
-4.296,-0.698,3.24
-1.071,-0.109,2.648
